Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
0.521873, 1.00639e-06, 0.109199, 365.814, 0.134254
0.52224, 1.01497e-06, 0.138072, 365.773, 0.151371
0.52257, 1.02193e-06, 0.10506, 365.673, 0.13238
0.522926, 1.03033e-06, 0.116888, 365.618, 0.140131
0.523326, 1.03886e-06, 0.186486, 365.607, 0.176689
0.52367, 1.0472e-06, 0.181985, 365.538, 0.17525
0.524059, 1.05545e-06, 0.257045, 365.535, 0.208232
0.524362, 1.06295e-06, 0.145632, 365.368, 0.157765
0.524706, 1.07034e-06, 0.125827, 365.279, 0.146909
0.525075, 1.07935e-06, 0.157282, 365.242, 0.164698
0.525409, 1.08655e-06, 0.118001, 365.137, 0.143033
0.525768, 1.09535e-06, 0.129731, 365.082, 0.150496
0.526171, 1.1042e-06, 0.204538, 365.077, 0.188734
0.526518, 1.11294e-06, 0.197134, 365.006, 0.186007
0.526832, 1.11978e-06, 0.109594, 364.856, 0.139281
0.52717, 1.12818e-06, 0.0920382, 364.776, 0.128334
0.527549, 1.1367e-06, 0.113458, 364.724, 0.142377
0.527877, 1.14493e-06, 0.0826808, 364.633, 0.122337
0.528245, 1.15328e-06, 0.0896334, 364.568, 0.127365
0.528643, 1.16329e-06, 0.137778, 364.543, 0.158101
0.529, 1.17136e-06, 0.130675, 364.467, 0.154159
0.529386, 1.18122e-06, 0.177921, 364.444, 0.180277
0.529733, 1.18906e-06, 0.147001, 364.346, 0.164192
0.530107, 1.19873e-06, 0.176551, 364.307, 0.180447
0.530444, 1.2064e-06, 0.126472, 364.192, 0.153144
0.530806, 1.21581e-06, 0.133412, 364.134, 0.157845
0.531214, 1.22526e-06, 0.202394, 364.124, 0.19423
0.531565, 1.23457e-06, 0.186876, 364.046, 0.187362
0.53196, 1.24373e-06, 0.250734, 364.034, 0.217039
0.5323, 1.25288e-06, 0.201597, 363.924, 0.195448
0.532684, 1.26182e-06, 0.238406, 363.887, 0.212661
0.533014, 1.27075e-06, 0.166005, 363.757, 0.178346
0.533385, 1.27954e-06, 0.172404, 363.692, 0.181907
0.533705, 1.28817e-06, 0.10335, 363.566, 0.141772
