Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1402.63, 12.0458, 1751.83, 908422, 4.40714
1403.01, 12.1229, 1806.5, 908224, 4.43917
1403.1, 12.1892, 1622.53, 907807, 3.91634
1403.55, 12.2646, 1671.77, 907608, 3.89988
1403.96, 12.3464, 1883.49, 907560, 4.22092
1404.34, 12.4197, 1710.33, 907134, 4.00245
1404.85, 12.5001, 1880.75, 907050, 4.18959
1405.41, 12.5726, 1684.23, 906615, 3.86651
1405.88, 12.6513, 1791, 906468, 3.95265
1406.9, 12.7412, 2047.23, 906406, 4.31238
1406.9, 12.8182, 1762.3, 905917, 4.09214
1407.38, 12.9037, 1903.82, 905783, 4.36105
1412.09, 12.9946, 2031.54, 905622, 4.11654
1413.28, 13.0825, 1851.94, 905202, 4.17627
1416.77, 13.1881, 2109.77, 904999, 4.62432
1417.24, 13.2722, 1918.66, 904553, 4.45277
1418.7, 13.3522, 1664.77, 904243, 3.77724
1420.03, 13.4598, 1996.7, 904196, 4.44275
1422.63, 13.5613, 2045.11, 903779, 4.61869
1424.65, 13.671, 2387.95, 903661, 5.29253
1428.14, 13.7764, 2290.66, 903284, 5.20059
1431.48, 13.8734, 1850.58, 902605, 4.40123
1438.22, 13.9953, 1883.77, 902561, 4.34012
1456.01, 14.1603, 1798.26, 902235, 3.72289
1463.99, 14.323, 2143.14, 902100, 4.3034
1463.13, 14.4363, 2150.1, 901822, 4.46116
1472.11, 14.5751, 2073.15, 901485, 4.06294
1472.8, 14.6878, 2122.1, 901451, 4.11632
1459.92, 14.7551, 2217.54, 901108, 4.56019
1455.92, 14.8392, 2075.33, 900497, 4.4474
1462.6, 15.0008, 2226.16, 900349, 4.63636
1460.56, 15.0965, 2038.3, 899892, 4.25354
1446.82, 15.1401, 2049.58, 899690, 4.35446
1437.1, 15.2028, 2360.68, 899685, 4.88068
1436.73, 15.2916, 2216.14, 899328, 4.84413
1434.91, 15.3629, 1992.96, 898858, 4.3998
