Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
2150.34, 27.0698, 1441.32, 880452, 5.84727
2130.3, 27.1917, 1343.61, 879973, 6.10061
2157.12, 27.5315, 1541.81, 879871, 5.33125
2118.47, 27.5728, 1631.94, 879694, 6.85072
2113.2, 27.7414, 1855.6, 879575, 7.56945
2108.1, 27.866, 1505.52, 879055, 7.05517
2114.43, 28.0785, 1647.06, 878966, 7.62681
2141.23, 28.3666, 1622.98, 878566, 6.86437
2136.55, 28.5689, 1625, 878356, 7.33259
2137.05, 28.6214, 1635.87, 878238, 4.41612
2134.27, 28.9297, 1964.5, 878229, 6.85407
2121.41, 29.0405, 1695.96, 877693, 7.71553
2106.73, 29.2, 2126.24, 877689, 7.31193
2106.55, 29.3599, 2080.78, 877345, 6.92179
2105.99, 29.5743, 2327.47, 877324, 9.99095
2112.86, 29.7825, 1792.98, 876519, 8.6628
2110.84, 29.9503, 1714.52, 875970, 8.92991
2116.03, 30.1494, 1490.6, 875726, 8.81116
2126.33, 30.2879, 1631.48, 875521, 5.06747
2124.13, 30.4649, 1350.61, 875076, 5.67771
2121.93, 30.6279, 1279.93, 874693, 5.37462
2120.02, 30.7977, 1439.19, 874481, 5.82788
2118.14, 30.9455, 1397.78, 874140, 5.38255
2130.13, 31.1804, 1346.17, 874010, 5.64484
2122.91, 31.3471, 1448.84, 873751, 6.51839
2129.15, 31.5584, 1317.73, 873418, 6.55067
2128.75, 31.6883, 1533.1, 873417, 4.38924
2137.14, 31.8248, 1599.31, 873365, 3.13973
2137.57, 32.0804, 1679.22, 873007, 3.61075
2132.37, 32.3084, 1922.24, 872829, 4.55741
2132.9, 32.4955, 1557.76, 872037, 4.56098
2130.63, 32.6374, 1285.73, 871537, 4.09407
2131.59, 32.8119, 1208.62, 871304, 3.93921
2120.98, 32.9849, 1312.76, 871113, 4.89877
2121.91, 33.2223, 1535.59, 871018, 5.71616
2115.43, 33.3744, 1467.98, 870690, 5.88225
2116.72, 33.5409, 1419.7, 870497, 5.24872
2114.97, 33.7139, 1369.65, 870144, 5.2526
2113.71, 33.8577, 1179.52, 869709, 4.53827
2113.07, 34.0307, 1272.64, 869369, 4.56917
2111.72, 34.163, 1154.08, 869173, 4.09183
2113.25, 34.3429, 1429.1, 869162, 4.08288
2114.41, 34.5243, 1490.16, 868881, 4.53243
2118.83, 34.721, 1558.86, 868698, 4.66932
2122.72, 34.8354, 1673.66, 868611, 3.14293
2129.66, 35.135, 1952.01, 868465, 3.72072
2130.85, 35.4079, 2074.46, 868022, 4.85413
2122.78, 35.5648, 1748.57, 867469, 4.89476
2117.62, 35.7471, 1808.8, 867383, 5.56073
2112.75, 35.9183, 1656.76, 867026, 5.45145
2107.85, 36.0882, 1922.15, 866986, 6.36334
2110, 36.3062, 1712, 866456, 6.06161
2108.38, 36.4979, 1894.05, 866306, 6.76207
2103.76, 36.6438, 1806.02, 865969, 6.47983
2102.31, 36.7804, 1550.29, 865487, 5.23063
2101.62, 36.9456, 1348.32, 865033, 4.92756
2101.72, 37.0963, 1226.54, 864790, 4.12153
2100.86, 37.2546, 1263.9, 864424, 4.02751
2100.77, 37.4271, 1438.44, 864277, 4.21354
2100.47, 37.6274, 1691.42, 864200, 5.34517
2101.3, 37.7071, 1644.86, 864064, 3.41785
2101.43, 37.9338, 1940.36, 864028, 4.52049
2114.65, 38.2019, 1942.15, 863697, 4.30335
2113.6, 38.4061, 1620.52, 863162, 4.75257
2118.31, 38.6319, 1498.92, 862760, 4.61383
2121.53, 38.8624, 1746.67, 862686, 5.04615
2121.43, 39.0543, 1509.54, 862200, 4.80803
2121.93, 39.2219, 1422.56, 861852, 3.97118
2123.24, 39.4174, 1323.5, 861703, 3.81893
2127.49, 39.6961, 1590.93, 861600, 4.72824
2131.35, 40.0101, 1976.78, 861255, 6.91685
2147.53, 40.3199, 2264.27, 861252, 6.61654
2130.47, 40.4646, 1958.7, 860793, 7.13972
2130.5, 40.6775, 1608.41, 860378, 6.35182
2116.98, 40.8171, 1530.12, 860070, 6.6357
2110.69, 40.9684, 1463.88, 859781, 5.72588
2099.78, 41.1461, 1814.7, 859592, 7.99805
2128.44, 41.5451, 2198.43, 859470, 6.73545
2114.98, 41.6798, 1815.42, 858920, 6.45848
2111.76, 41.8754, 1684.27, 858699, 7.04173
2115.43, 42.1034, 1581.54, 858343, 6.35867
2120.9, 42.3577, 1744.84, 858233, 6.72919
2124.58, 42.6382, 2019.45, 858095, 8.17824
2120.97, 42.8347, 1918.9, 857584, 8.50958
2123.12, 42.9682, 1969.45, 857428, 3.2913
2111.13, 43.187, 1949.93, 857115, 4.51499
2098.25, 43.3436, 1747.63, 856753, 4.85221
2089.63, 43.5175, 1808.2, 856654, 5.82471
2080.31, 43.6668, 1731.36, 856149, 6.09535
2076.6, 43.8509, 1761.11, 855908, 7.1584
2070.82, 44.004, 1604.68, 855409, 6.96911
2071.25, 44.1738, 1291.52, 854853, 5.63346
2069.58, 44.3549, 1305.77, 854743, 5.39087
2072.76, 44.5905, 1388.3, 854549, 5.90197
2102.18, 44.9922, 1746.35, 854471, 5.45674
2083.05, 45.1464, 1823.99, 854233, 7.47456
2079.36, 45.3117, 1471.58, 853748, 6.28193
2076.6, 45.4936, 1357.78, 853456, 6.12778
2071.73, 45.6825, 1531.28, 853234, 6.97106
2069, 45.8516, 1421.69, 852863, 6.5043
2065.08, 46.032, 1547.83, 852698, 7.02979
2063.27, 46.1957, 1472.54, 852380, 6.50891
2062.69, 46.2898, 1466.74, 852190, 2.72638
2060.84, 46.5446, 1445.99, 851968, 3.41893
2061.74, 46.6747, 1665.24, 851943, 3.25747
2062.5, 46.8751, 1800.18, 851915, 3.71337
2059.97, 47.0865, 1861.94, 851166, 4.27737
2053.4, 47.3018, 2073.76, 851122, 5.30696
2053.35, 47.5299, 1999.39, 850799, 5.96641
2050.49, 47.6989, 1636.72, 850293, 5.74631
2048.78, 47.9133, 1808.76, 850101, 6.39485
2048.71, 48.0985, 1633.7, 849677, 6.07
2050.32, 48.3321, 1683.93, 849633, 6.72855
2050.76, 48.4569, 1667.07, 849538, 3.75435
2049.25, 48.7255, 2039.43, 849368, 5.26787
2049.47, 48.9151, 1698.34, 848697, 5.35897
2053.92, 49.1322, 1567.61, 848266, 4.54991
2051.03, 49.3484, 1554.2, 847987, 5.65163
2050.1, 49.5643, 1727.14, 847888, 6.08277
2048.71, 49.7829, 1967.65, 847887, 7.33788
2048.39, 49.9969, 1953.09, 847569, 7.36394
2047.58, 50.1669, 1477.92, 846875, 6.11435
2046.4, 50.3645, 1530.97, 846656, 6.00856
2045.49, 50.5702, 1715.29, 846572, 6.9408
2044.62, 50.7252, 1622.65, 846243, 4.84905
2042.77, 50.9206, 1501.53, 845870, 5.29752
2041.39, 51.1494, 1699.23, 845706, 6.40787
2039.85, 51.339, 1533.1, 845407, 6.488
2037.86, 51.5625, 1711.56, 845248, 7.64681
2038.12, 51.7604, 1737.19, 845073, 7.4924
2038.23, 51.9929, 1935.41, 844975, 8.48889
2039.03, 52.1854, 1762.7, 844548, 7.88902
2039.93, 52.4164, 1989.41, 844391, 8.61927
2038.24, 52.5886, 1617.86, 843901, 7.46952
2036.81, 52.797, 1599.15, 843649, 7.55939
2036.82, 53.0169, 1821.55, 843576, 8.92025
2037.09, 53.2278, 1800.37, 843249, 8.74633
2037.8, 53.407, 1580.37, 842858, 6.95414
2036.84, 53.6009, 1529.97, 842558, 6.52319
2034.94, 53.7992, 1500.61, 842303, 6.91607
2036.62, 54.0676, 1821.02, 842223, 8.48466
2038.22, 54.2893, 1675.78, 841840, 8.52369
2036.9, 54.5258, 1897.07, 841692, 9.93558
2034.64, 54.7129, 1781.71, 841498, 9.51415
2033.71, 54.9418, 2049.01, 841435, 10.6116
2033.3, 55.1287, 1709.45, 840870, 9.51344
2033.22, 55.3512, 1894.66, 840815, 10.2663
2033.04, 55.5355, 1659.04, 840410, 8.77015
2033.43, 55.7547, 1692.25, 840057, 8.95199
2033.26, 55.934, 1412.94, 839698, 7.33109
2033.66, 56.1546, 1449.22, 839416, 7.15665
2033.29, 56.3295, 1497.86, 839335, 5.68444
2034, 56.5844, 1670.3, 839092, 7.08328
2035.09, 56.8091, 1528.04, 838709, 7.40339
2035.61, 57.0615, 1728.88, 838460, 8.65725
2035.06, 57.2693, 1542.21, 838216, 8.49403
2034.68, 57.5069, 1828.05, 837920, 9.8764
2034.58, 57.7062, 1746.02, 837900, 9.29342
